2,2,0,6,3,8
1,9,14,12,12,32
2,8,5,9,4,10
2,12,3,7,7,6
1,2,15,11,2,12
3,6,12,3,4,6
1,10,8,7,3,12
3,8,7,3,3,7
3,8,5,10,4,3
